ID,Sex,Date,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
10660,1,42083.73958,NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,0,600 Block of JACKSON ST,-122.4060462,37.79604395
10661,1,42083.73958,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,MISSION,1,16TH ST / MISSION ST,-122.4196718,37.76505012
10662,0,42083.73958,WARRANTS,WARRANT ARREST,Friday,PARK,1,0 Block of URANUS TR,-122.4455064,37.76119196
10663,1,42083.73611,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,0,1000 Block of GREAT HY,-122.5102257,37.76724422
10664,0,42083.73542,MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,0,1400 Block of PHELPS ST,-122.3944389,37.7364439
10665,1,42083.73542,MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,0,1400 Block of PHELPS ST,-122.3944389,37.7364439
10666,1,42083.72986,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,NORTHERN,0,1500 Block of LARKIN ST,-122.4192451,37.79216579
10667,0,42083.72917,ASSAULT,BATTERY,Friday,BAYVIEW,0,1500 Block of WALLACE AV,-122.3901504,37.72700062
10668,0,42083.72917,NON-CRIMINAL,CASE CLOSURE,Friday,BAYVIEW,0,1500 Block of WALLACE AV,-122.3901504,37.72700062
10669,0,42083.72917,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,0,3800 Block of CLEMENT ST,-122.500414,37.78124676
10670,0,42083.72639,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,PARK,1,1300 Block of 3RD AV,-122.4597689,37.76361206
10671,1,42083.72292,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,CENTRAL,1,COLUMBUS AV / UNION ST,-122.4102084,37.80031482
10672,1,42083.71875,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,INGLESIDE,1,MISSION ST / BOSWORTH ST,-122.426391,37.73367492
10673,1,42083.71597,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,1,HYDE ST / GROVE ST,-122.4147438,37.77871926
10674,0,42083.71597,OTHER OFFENSES,PUBLIC TRANSIT CRIMES - INFRACTIONS,Friday,TENDERLOIN,1,HYDE ST / GROVE ST,-122.4147438,37.77871926
10675,0,42083.70833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,0,VALLEJO ST / TAYLOR ST,-122.4137479,37.79795553
10676,0,42083.70833,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,0,SACRAMENTO ST / POLK ST,-122.4208746,37.79149431
10677,0,42083.70833,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,BAYVIEW,0,BAY SHORE BL / BACON ST,-122.4022101,37.72810422
10678,0,42083.70833,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,0,700 Block of MISSION ST,-122.4039713,37.78482831
10679,0,42083.70833,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,NORTHERN,0,2200 Block of LOMBARD ST,-122.4385083,37.7994111
10680,0,42083.70833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,0,900 Block of BRODERICK ST,-122.4402384,37.77899246
10681,0,42083.70833,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,TARAVAL,0,400 Block of EUCALYPTUS DR,-122.4777526,37.73106866
10682,0,42083.70833,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,TENDERLOIN,0,0 Block of TAYLOR ST,-122.4106899,37.78249489
10683,0,42083.70833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,0,300 Block of BEALE ST,-122.3919855,37.78802038
10684,1,42083.70833,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Friday,NORTHERN,0,500 Block of POLK ST,-122.4190171,37.78193603
10685,1,42083.70625,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Friday,PARK,1,0 Block of TERRAVISTA AV,-122.4416956,37.78142487
10686,1,42083.70625,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,PARK,1,0 Block of TERRAVISTA AV,-122.4416956,37.78142487
10687,0,42083.70347,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,MISSION,1,17TH ST / VALENCIA ST,-122.4217338,37.76329969
10688,0,42083.70347,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,MISSION,1,17TH ST / VALENCIA ST,-122.4217338,37.76329969
10689,0,42083.69167,WARRANTS,PROBATION SEARCH,Friday,BAYVIEW,1,2900 Block of SAN BRUNO AV,-122.4022886,37.72465238
10690,0,42083.69167,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,BAYVIEW,1,2900 Block of SAN BRUNO AV,-122.4022886,37.72465238
10691,1,42083.69167,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,BAYVIEW,1,2900 Block of SAN BRUNO AV,-122.4022886,37.72465238
10692,0,42083.6875,ASSAULT,BATTERY,Friday,SOUTHERN,1,5TH ST / MISSION ST,-122.406482,37.78273179
10693,1,42083.6875,OTHER OFFENSES,PAROLE VIOLATION,Friday,SOUTHERN,1,5TH ST / MISSION ST,-122.406482,37.78273179
10694,1,42083.6875,WARRANTS,WARRANT ARREST,Friday,SOUTHERN,1,5TH ST / MISSION ST,-122.406482,37.78273179
10695,1,42083.6875,OTHER OFFENSES,EVADING PAYMENT OF RAILROAD FARE,Friday,SOUTHERN,1,5TH ST / MISSION ST,-122.406482,37.78273179
10696,1,42083.6875,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,TENDERLOIN,0,100 Block of OFARRELL ST,-122.4072441,37.78656476
10697,0,42083.6875,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,0,1400 Block of DEHARO ST,-122.4001883,37.75092104
10698,0,42083.6875,NON-CRIMINAL,LOST PROPERTY,Friday,TARAVAL,0,19TH AV / TARAVAL ST,-122.4756443,37.74305055
10699,0,42083.6875,VEHICLE THEFT,STOLEN TRUCK,Friday,PARK,0,FELL ST / DIVISADERO ST,-122.4376128,37.77406041
10700,0,42083.6875,LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,SOUTHERN,0,800 Block of MARKET ST,-122.4066906,37.78520719
10701,1,42083.67708,NON-CRIMINAL,LOST PROPERTY,Friday,PARK,0,COLE ST / PARNASSUS AV,-122.4497709,37.76486647
10702,0,42083.66667,VEHICLE THEFT,STOLEN TRUCK,Friday,SOUTHERN,0,100 Block of 2ND ST,-122.3984595,37.78701823
10703,0,42083.66667,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,0,100 Block of 2ND ST,-122.3984595,37.78701823
10704,0,42083.66667,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,PARK,0,1000 Block of COLE ST,-122.449615,37.76444715
10705,1,42083.66667,SECONDARY CODES,JUVENILE INVOLVED,Friday,PARK,0,2400 Block of GEARY BL,-122.443597,37.78264353
10706,1,42083.66667,NON-CRIMINAL,SHELTER,Friday,PARK,0,2400 Block of GEARY BL,-122.443597,37.78264353
10707,1,42083.66667,LARCENY/THEFT,PETTY THEFT BICYCLE,Friday,SOUTHERN,0,800 Block of MARKET ST,-122.4066906,37.78520719
10708,0,42083.66667,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,1,100 Block of 2ND ST,-122.3984595,37.78701823
10709,0,42083.66667,WARRANTS,WARRANT ARREST,Friday,SOUTHERN,1,100 Block of 2ND ST,-122.3984595,37.78701823
10710,0,42083.66667,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Friday,BAYVIEW,0,100 Block of THORNTON AV,-122.3939149,37.73083647
10711,1,42083.66667,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,0,100 Block of 2ND ST,-122.3984595,37.78701823
10712,1,42083.66667,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,INGLESIDE,0,300 Block of ARLINGTON ST,-122.4277608,37.73622075
10713,1,42083.66389,WARRANTS,WARRANT ARREST,Friday,MISSION,1,200 Block of CLINTONPARK ST,-122.4256656,37.76910199
10714,1,42083.66389,NON-CRIMINAL,FOUND PROPERTY,Friday,MISSION,1,200 Block of CLINTONPARK ST,-122.4256656,37.76910199
10715,0,42083.65625,NON-CRIMINAL,FOUND PROPERTY,Friday,RICHMOND,0,GEARY BL / 33RD AV,-122.4932971,37.77968624
10716,0,42083.65625,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,SOUTHERN,1,400 Block of 6TH ST,-122.4029836,37.77632803
10717,1,42083.65556,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,MISSION,1,3900 Block of 24TH ST,-122.4307942,37.7515575
10718,1,42083.65347,WARRANTS,WARRANT ARREST,Friday,SOUTHERN,1,4TH ST / KING ST,-122.3941026,37.77638271
10719,0,42083.64722,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,TARAVAL,1,PLYMOUTH AV / HOLLOWAY AV,-122.4561398,37.7218453
10720,0,42083.64583,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,SOUTHERN,0,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
10721,1,42083.64583,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,0,300 Block of 20TH ST,-122.3860956,37.76058289
10722,1,42083.64583,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,SOUTHERN,0,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
10723,0,42083.64583,NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,0,1700 Block of THE EMBARCADERONORTH ST,-122.4107742,37.80843502
10724,1,42083.64583,MISSING PERSON,FOUND PERSON,Friday,TARAVAL,0,2200 Block of 14TH AV,-122.4703596,37.74607534
10725,1,42083.64583,MISSING PERSON,MISSING JUVENILE,Friday,TARAVAL,0,2200 Block of 14TH AV,-122.4703596,37.74607534
10726,0,42083.64236,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Friday,SOUTHERN,0,0 Block of 5TH ST,-122.4066986,37.78298351
10727,0,42083.64236,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,0,0 Block of 5TH ST,-122.4066986,37.78298351
10728,1,42083.63889,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,TENDERLOIN,0,ELLIS ST / JONES ST,-122.4127841,37.78486569
10729,1,42083.63194,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,NORTHERN,0,0 Block of MARINA BL,-122.4329516,37.80505202
10730,1,42083.63056,ASSAULT,BATTERY,Friday,MISSION,0,2700 Block of MISSION ST,-122.4185872,37.75301865
10731,1,42083.63056,LARCENY/THEFT,ATTEMPTED SHOPLIFTING,Friday,MISSION,0,2700 Block of MISSION ST,-122.4185872,37.75301865
10732,1,42083.62778,NON-CRIMINAL,"AIDED CASE, DOG BITE",Friday,MISSION,0,3000 Block of 24TH ST,-122.4138308,37.75257541
10733,0,42083.62569,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Friday,CENTRAL,0,SACRAMENTO ST / JOICE ST,-122.4085475,37.79307342
10734,0,42083.62569,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,CENTRAL,0,SACRAMENTO ST / JOICE ST,-122.4085475,37.79307342
10735,1,42083.625,MISSING PERSON,MISSING ADULT,Friday,CENTRAL,0,700 Block of BUSH ST,-122.4096146,37.78999923
10736,0,42083.625,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,0,800 Block of MISSION ST,-122.4053955,37.78351007
10737,0,42083.625,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,0,800 Block of MISSION ST,-122.4053955,37.78351007
10738,0,42083.625,MISSING PERSON,FOUND PERSON,Friday,MISSION,1,1000 Block of POTRERO AV,-122.4065391,37.75648641
10739,1,42083.625,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,NORTHERN,0,2000 Block of POLK ST,-122.4217456,37.79548649
10740,1,42083.625,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Friday,BAYVIEW,0,200 Block of WILLIAMS AV,-122.3977444,37.72993469
10741,0,42083.61667,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,RICHMOND,0,1700 Block of BRODERICK ST,-122.4418911,37.78643425
10742,0,42083.61458,SUSPICIOUS OCC,SUSPICIOUS PERSON,Friday,BAYVIEW,0,KIRKWOOD AV / NEWHALL ST,-122.3899602,37.73816831
10743,0,42083.61458,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,BAYVIEW,0,KIRKWOOD AV / NEWHALL ST,-122.3899602,37.73816831
10744,0,42083.61458,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Friday,MISSION,0,2000 Block of MISSION ST,-122.4195204,37.76422894
10745,0,42083.61458,OTHER OFFENSES,INTOXICATED JUVENILE,Friday,NORTHERN,0,700 Block of GOLDEN GATE AV,-122.4229137,37.7806601
10746,1,42083.61458,RUNAWAY,RUNAWAY,Friday,NORTHERN,0,700 Block of GOLDEN GATE AV,-122.4229137,37.7806601
10747,1,42083.60417,ASSAULT,BATTERY,Friday,NORTHERN,0,DUBOCE AV / CHURCH ST,-122.4291288,37.76945562
10748,1,42083.60417,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Friday,MISSION,0,400 Block of VALENCIA ST,-122.4219351,37.76613439
10749,1,42083.60417,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,RICHMOND,0,1000 Block of GREAT HY,-122.5102257,37.76724422
10750,0,42083.60417,NON-CRIMINAL,LOST PROPERTY,Friday,MISSION,0,800 Block of ALVARADO ST,-122.4397939,37.75331302
10751,1,42083.58611,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,SOUTHERN,1,1500 Block of MISSION ST,-122.4179754,37.77375094
10752,0,42083.58333,NON-CRIMINAL,LOST PROPERTY,Friday,RICHMOND,0,JACKSON ST / SCOTT ST,-122.4394891,37.79184336
10753,0,42083.58333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,0,FRONT ST / GREEN ST,-122.4002527,37.80060752
10754,0,42083.58333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,0,GROVE ST / LAGUNA ST,-122.4264555,37.77738849
10755,0,42083.58333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,0,BRYANT ST / 9TH ST,-122.4085345,37.77129067
10756,1,42083.58333,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,TARAVAL,0,1500 Block of 11TH AV,-122.4681934,37.75926332
10757,1,42083.58333,NON-CRIMINAL,CASE CLOSURE,Friday,TARAVAL,0,1500 Block of 11TH AV,-122.4681934,37.75926332
10758,0,42083.58333,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,RICHMOND,0,3400 Block of CALIFORNIA ST,-122.450942,37.78666904
10759,1,42083.58333,NON-CRIMINAL,COURTESY REPORT,Friday,TARAVAL,0,1500 Block of 11TH AV,-122.4681934,37.75926332
10760,0,42083.57917,WARRANTS,ENROUTE TO ADULT AUTHORITY,Friday,MISSION,1,2600 Block of MISSION ST,-122.4187383,37.75461724
10761,1,42083.57292,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,INGLESIDE,0,ALPHA ST / LELAND AV,-122.4056344,37.71193537
10762,0,42083.5625,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TENDERLOIN,0,ELLIS ST / TAYLOR ST,-122.4111419,37.78507362
10763,0,42083.5625,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
10764,0,42083.5625,LARCENY/THEFT,PETTY THEFT BICYCLE,Friday,CENTRAL,0,100 Block of FRANCISCO ST,-122.4075854,37.8054719
10765,1,42083.5625,NON-CRIMINAL,FOUND PROPERTY,Friday,CENTRAL,0,100 Block of FRANCISCO ST,-122.4075854,37.8054719
10766,0,42083.55417,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Friday,MISSION,1,400 Block of CASTRO ST,-122.4351501,37.76175972
10767,1,42083.55278,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,TARAVAL,0,2300 Block of NORIEGA ST,-122.4888079,37.75375194
10768,0,42083.55208,TRESPASS,TRESPASSING,Friday,NORTHERN,0,1000 Block of POST ST,-122.4191044,37.78687648
10769,1,42083.55208,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,NORTHERN,0,1000 Block of POST ST,-122.4191044,37.78687648
10770,0,42083.55139,NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,0,1600 Block of MISSION ST,-122.4191057,37.77198577
10771,0,42083.55,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,SOUTHERN,1,800 Block of MARKET ST,-122.4076335,37.78418935
10772,0,42083.55,WARRANTS,WARRANT ARREST,Friday,SOUTHERN,1,800 Block of MARKET ST,-122.4076335,37.78418935
10773,1,42083.54653,OTHER OFFENSES,RESISTING ARREST,Friday,PARK,1,700 Block of STANYAN ST,-122.4533763,37.76871427
10774,0,42083.54653,ASSAULT,ASSAULT,Friday,PARK,1,700 Block of STANYAN ST,-122.4533763,37.76871427
10775,0,42083.54167,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,SOUTHERN,1,800 Block of BRYANT ST,-122.4034048,37.77542071
10776,0,42083.54167,NON-CRIMINAL,FOUND PROPERTY,Friday,NORTHERN,0,700 Block of GOUGH ST,-122.4237063,37.7801429
10777,0,42083.54167,NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
10778,0,42083.54167,ASSAULT,BATTERY,Friday,INGLESIDE,0,1500 Block of SUNNYDALE AV,-122.4171448,37.71215029
10779,1,42083.54097,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,TENDERLOIN,0,300 Block of ELLIS ST,-122.4119876,37.78502266
10780,0,42083.53611,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,1,CLIPPER ST / DOUGLASS ST,-122.4382477,37.74866281
10781,1,42083.52361,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Friday,PARK,0,2000 Block of ELLIS ST,-122.4399758,37.78146744
10782,0,42083.52083,ASSAULT,BATTERY,Friday,NORTHERN,0,1200 Block of POLK ST,-122.4201903,37.78846959
10783,0,42083.51111,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Friday,CENTRAL,0,1000 Block of WASHINGTON ST,-122.4109401,37.7945247
10784,0,42083.50764,WARRANTS,WARRANT ARREST,Friday,CENTRAL,1,2800 Block of TAYLOR ST,-122.4157858,37.80860234
10785,1,42083.50764,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Friday,CENTRAL,1,2800 Block of TAYLOR ST,-122.4157858,37.80860234
10786,1,42083.50694,ASSAULT,BATTERY,Friday,TENDERLOIN,0,0 Block of GOLDEN GATE AV,-122.4112651,37.78213927
10787,0,42083.50417,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Friday,INGLESIDE,1,4700 Block of MISSION ST,-122.4368679,37.72204865
10788,1,42083.50417,ASSAULT,BATTERY,Friday,INGLESIDE,1,4700 Block of MISSION ST,-122.4368679,37.72204865
10789,0,42083.5,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,NORTHERN,1,FRANKLIN ST / POST ST,-122.4232177,37.7864018
10790,0,42083.5,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,0,500 Block of MARKET ST,-122.4001948,37.79005279
10791,1,42083.5,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,RICHMOND,0,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
10792,0,42083.5,NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,0,1000 Block of MINNA ST,-122.4169704,37.77347643
10793,0,42083.5,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,CENTRAL,0,400 Block of SUTTER ST,-122.4078027,37.78938189
10794,1,42083.49931,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
10795,0,42083.49931,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
10796,0,42083.49306,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,RICHMOND,0,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922
10797,0,42083.48958,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,0,VANNESS AV / POST ST,-122.4215723,37.78661816
10798,0,42083.48889,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Friday,BAYVIEW,0,100 Block of KIRKWOOD AV,-122.3725296,37.72837618
10799,1,42083.47917,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,NORTHERN,0,GEARY BL / VANNESS AV,-122.4213958,37.78568434
10800,0,42083.47222,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,CENTRAL,0,100 Block of PINE ST,-122.3991979,37.79238587
10801,1,42083.47222,SECONDARY CODES,ATM RELATED CRIME,Friday,CENTRAL,0,100 Block of PINE ST,-122.3991979,37.79238587
10802,0,42083.46875,ASSAULT,BATTERY,Friday,TARAVAL,0,1100 Block of PLYMOUTH AV,-122.4560769,37.72288601
10803,1,42083.46875,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Friday,TARAVAL,0,1100 Block of PLYMOUTH AV,-122.4560769,37.72288601
10804,0,42083.45833,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TARAVAL,0,300 Block of RANDOLPH ST,-122.4657572,37.71422854
10805,1,42083.45833,LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,NORTHERN,0,POLK ST / SUTTER ST,-122.4201203,37.78775706
10806,0,42083.45833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,0,1000 Block of FRANCISCO ST,-122.4224725,37.80356936
10807,0,42083.45833,NON-CRIMINAL,FOUND PROPERTY,Friday,RICHMOND,0,0 Block of 21ST AV,-122.4808258,37.78641667
10808,1,42083.45833,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,RICHMOND,0,0 Block of 21ST AV,-122.4808258,37.78641667
10809,1,42083.45833,EXTORTION,ATTEMPTED EXTORTION,Friday,INGLESIDE,0,0 Block of PHELAN AV,-122.4522897,37.72569336
10810,0,42083.45833,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,SOUTHERN,0,200 Block of 8TH ST,-122.4102877,37.77524884
10811,1,42083.45833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,0,0 Block of HARDING RD,-122.4977043,37.72473844
10812,1,42083.45833,SECONDARY CODES,JUVENILE INVOLVED,Friday,INGLESIDE,0,0 Block of PHELAN AV,-122.4522897,37.72569336
10813,0,42083.45833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
10814,0,42083.45139,ASSAULT,BATTERY,Friday,NORTHERN,0,EDDY ST / GOUGH ST,-122.4241093,37.78247564
10815,0,42083.44792,NON-CRIMINAL,FOUND PROPERTY,Friday,PARK,0,200 Block of WOODSIDE AV,-122.4542399,37.7459563
10816,1,42083.44722,NON-CRIMINAL,COURTESY REPORT,Friday,NORTHERN,0,1600 Block of SACRAMENTO ST,-122.4200742,37.79165219
10817,1,42083.44444,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,TARAVAL,0,1300 Block of 46TH AV,-122.5059233,37.76133993
10818,1,42083.44444,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,TARAVAL,0,1300 Block of 46TH AV,-122.5059233,37.76133993
10819,0,42083.44097,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,0,0 Block of DORE ST,-122.413046,37.77386178
10820,1,42083.4375,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,NORTHERN,0,POST ST / LAGUNA ST,-122.4281511,37.78578282
10821,1,42083.4375,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,NORTHERN,0,1700 Block of BAY ST,-122.4358604,37.8027901
10822,0,42083.4375,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,0,1000 Block of CLEMENT ST,-122.4703223,37.78273151
10823,0,42083.4375,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,RICHMOND,0,1000 Block of CLEMENT ST,-122.4703223,37.78273151
10824,1,42083.4375,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,BAYVIEW,0,0 Block of WESTBROOK CT,-122.3824529,37.7349303
10825,0,42083.43194,NON-CRIMINAL,FOUND PROPERTY,Friday,RICHMOND,0,GEARY BL / 6TH AV,-122.4642812,37.78101932
10826,0,42083.41944,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Friday,NORTHERN,1,1600 Block of VANNESS AV,-122.4222535,37.79086272
10827,1,42083.41944,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Friday,NORTHERN,1,1600 Block of VANNESS AV,-122.4222535,37.79086272
10828,1,42083.41944,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,NORTHERN,1,1600 Block of VANNESS AV,-122.4222535,37.79086272
10829,0,42083.41944,WARRANTS,WARRANT ARREST,Friday,NORTHERN,1,1600 Block of VANNESS AV,-122.4222535,37.79086272
10830,0,42083.41736,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,TARAVAL,0,0 Block of MERCEDES WY,-122.470268,37.72794451
10831,0,42083.41667,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,0,15TH ST / BRYANT ST,-122.4106122,37.76690316
10832,0,42083.41667,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Friday,INGLESIDE,0,100 Block of POPE ST,-122.44094,37.71325927
10833,1,42083.41667,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,INGLESIDE,0,100 Block of POPE ST,-122.44094,37.71325927
10834,1,42083.41667,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Friday,INGLESIDE,0,100 Block of POPE ST,-122.44094,37.71325927
10835,1,42083.41667,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,0,500 Block of 5TH ST,-122.3999811,37.77762424
10836,0,42083.41667,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,NORTHERN,0,1000 Block of LARKIN ST,-122.4182496,37.78727152
